,PetID,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,State,Quantity,Fee,VideoAmt,PhotoAmt,AdoptionSpeed
11752,9edf8fff1,Cat,AJ,18,Domestic Short Hair,Domestic Short Hair,Male,Gray,White,White,Medium,Short,No,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,1.0,1
11753,f4e748c72,Cat,3 Kittens,2,Domestic Long Hair,Domestic Short Hair,Mixed,Black,Gray,Gray,Small,Medium,No,No,No,Healthy,Selangor,3,0,0,3.0,1
11754,953e3ebd4,Dog,Keeno,2,Belgian Shepherd Malinois,Mixed Breed,Male,Black,Brown,Brown,Large,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,3.0,3
11755,283d93104,Dog,Sweetie,3,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,6.0,3
11756,726488db4,Cat,Four Kittens,2,Domestic Short Hair,Domestic Medium Hair,Mixed,Black,White,White,Medium,Medium,No,No,No,Healthy,Kuala Lumpur,4,0,0,8.0,3
11757,bbc6d3812,Cat,Little Zenna,3,Tabby,Domestic Medium Hair,Female,Black,Brown,Cream,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,5.0,2
11758,44ddc2e22,Dog,Shih Tzu,49,Shih Tzu,Shih Tzu,Male,Brown,Cream,White,Small,Long,Yes,Yes,Yes,Healthy,Melaka,1,0,0,1.0,2
11759,0146f6d2c,Dog,â¥ HÃ¢PPy â¥,1,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,1
11760,469bd2504,Dog,Still Water,2,Mixed Breed,Mixed Breed,Male,Black,White,White,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,3.0,2
11761,3021613fd,Dog,Still Water,24,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Medium,Medium,NA,NA,NA,Healthy,Selangor,1,0,0,1.0,4
11762,01958f464,Dog,Lala-chan,8,Pit Bull Terrier,Pit Bull Terrier,Female,Brown,White,White,Large,Short,Yes,Yes,No,Healthy,Selangor,1,100,0,4.0,4
11763,ee8c56246,Cat,Kittens,2,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Brown,White,Small,Medium,No,No,No,Healthy,Selangor,4,0,0,2.0,4
11764,e248258bb,Cat,White&Grey(M); DarkBrown(F); Calico(F),3,Domestic Short Hair,Domestic Short Hair,Mixed,Brown,Gray,White,Small,Short,Yes,Yes,No,Healthy,Perak,3,50,0,10.0,4
11765,0090eb457,Dog,Sage,4,Jack Russell Terrier,Terrier,Female,Brown,White,White,Small,Short,NA,NA,NA,Healthy,Pulau Pinang,1,0,0,4.0,4
11766,55b799287,Cat,Batman & Fearless,1,Domestic Short Hair,Domestic Medium Hair,Female,Black,Yellow,White,Medium,Medium,No,No,No,Healthy,Selangor,2,0,0,8.0,4
11767,566dcbd9f,Dog,Shepard Mixed Male,2,Shepherd,Mixed Breed,Male,Black,Brown,Brown,Medium,Medium,Yes,Yes,Yes,Healthy,Perak,1,0,0,1.0,4
11768,eeb377c0b,Dog,Zone A2 P12,6,Mixed Breed,Mixed Breed,Female,Black,Brown,White,Small,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,2.0,4
11769,936fc22ce,Dog,AB3,2,Mixed Breed,Mixed Breed,Female,Cream,Cream,Cream,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,2.0,3
11770,92935062a,Cat,Garfield,14,Domestic Long Hair,Persian,Female,Brown,Brown,Brown,Large,Long,Yes,Yes,Yes,Healthy,Perak,1,0,0,12.0,3
11771,017eda6dc,Cat,Blondie,8,Russian Blue,British Shorthair,Female,Gray,Gray,Gray,Medium,Short,NA,Yes,No,Healthy,Kelantan,1,0,0,4.0,1
11772,e8e461026,Cat,Snow,2,Domestic Medium Hair,Domestic Medium Hair,Female,White,White,White,Medium,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,9.0,2
11773,c932005f5,Cat,Momo,4,Tuxedo,Tuxedo,Male,Black,Brown,White,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,5.0,3
11774,4436738dd,Dog,5 Puppies,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,Cream,Medium,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,5,0,0,11.0,1
11775,ef690f7c1,Dog,Tang Tang,60,Schnauzer,Schnauzer,Female,Gray,Gray,Gray,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,2
11776,0ac71c2c1,Cat,Fatty,12,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Large,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,2.0,1
11777,d4f813a7e,Dog,Milo 05,1,Mixed Breed,Mixed Breed,Female,Black,Brown,Brown,Medium,Medium,No,No,No,Healthy,Perak,1,0,1,5.0,3
11778,c38d0b5ea,Dog,Buddy,1,Mixed Breed,Mixed Breed,Male,Brown,White,White,Medium,Medium,NA,NA,NA,Healthy,Selangor,1,0,0,2.0,1
11779,ef30ade75,Dog,Husky,2,Mixed Breed,Mixed Breed,Male,Black,Brown,White,Medium,Short,No,Yes,No,Minor Injury,Johor,1,0,0,2.0,2
11780,d026d2fb8,Cat,Cq,7,Tiger,Tiger,Female,Black,Golden,Cream,Small,Medium,No,No,No,Healthy,Perak,1,0,0,3.0,4
11781,bdeeb6fe2,Dog,Buccaneer A.k.a. Bucky,2,Mixed Breed,Mixed Breed,Female,Black,White,White,Medium,Short,No,Yes,No,Healthy,Selangor,1,100,0,2.0,2
11782,a99a82e6d,Dog,Sunshines,5,Spitz,Miniature Pinscher,Female,Brown,Golden,Golden,Small,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,8.0,3
11783,8a15669da,Cat,Timon,7,Domestic Short Hair,Domestic Short Hair,Male,Black,Black,Black,Small,Short,Yes,Yes,Yes,Healthy,Pulau Pinang,1,10,0,1.0,4
11784,172305d1b,Dog,Angel,2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Medium,Yes,Yes,NA,Healthy,Selangor,3,10,3,4.0,0
11785,c18984292,Dog,Prince é»é©¬çå­,2,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,50,1,5.0,3
11786,fd2d48292,Dog,Linda,3,Mixed Breed,Mixed Breed,Female,Yellow,Cream,Cream,Medium,Medium,Yes,Yes,NA,Healthy,Pulau Pinang,1,100,0,2.0,4
11787,34d903f17,Dog,Lola,4,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,100,0,3.0,4
11788,5d3d1070a,Cat,Baby Mimi,7,Domestic Long Hair,Persian,Female,Black,Gray,Gray,Medium,Long,NA,NA,NA,Healthy,Selangor,1,250,0,1.0,4
11789,245d6e033,Dog,Knotti/Knot Knot,29,Shih Tzu,Schnauzer,Male,Black,Brown,Gray,Small,Medium,Yes,Yes,No,Healthy,Johor,1,0,0,1.0,4
11790,935098bbf,Dog,Still Water,3,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Medium,Short,No,Yes,No,Healthy,Johor,1,50,0,1.0,3
11791,7993d67e3,Dog,Pups,2,Mixed Breed,Mixed Breed,Female,Black,Brown,White,Medium,Medium,Yes,Yes,No,Healthy,Kuala Lumpur,3,0,0,10.0,3
11792,1ca147dd8,Dog,Joey,4,Labrador Retriever,Labrador Retriever,Female,Black,White,White,Medium,Short,No,Yes,No,Healthy,Selangor,4,0,0,2.0,4
11793,63051e3ca,Dog,Rex,9,German Shepherd Dog,German Shepherd Dog,Male,Black,Black,Black,Large,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,300,0,1.0,1
11794,4f9031dce,Cat,Still Water,3,Domestic Medium Hair,Domestic Medium Hair,Mixed,Black,Cream,Cream,Medium,Medium,No,No,No,Healthy,Selangor,3,0,0,0.0,3
11795,91389ff80,Cat,Marble,7,Burmese,Burmese,Male,Gray,White,White,Medium,Medium,No,Yes,NA,Healthy,Pulau Pinang,1,0,0,2.0,4
11796,24e0380f1,Cat,Saffy (Saffron),1,Calico,Domestic Short Hair,Female,Brown,Cream,White,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,2.0,0
11797,13dbd2170,Cat,Khaleesi,3,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Cream,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,4
11798,bc7b17cd5,Dog,2 Siblings-M & F(Toilet Trained),3,Chihuahua,Mixed Breed,Mixed,Cream,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,2,0,3,6.0,3
11799,e53933782,Dog,Legacy,12,Mixed Breed,Mixed Breed,Male,Cream,Cream,Cream,Medium,Medium,NA,NA,No,Minor Injury,Selangor,1,0,0,8.0,4
11800,746f52206,Dog,Mochi,36,Maltese,Maltese,Female,White,White,White,Small,Short,Yes,Yes,Yes,Healthy,Selangor,1,200,0,4.0,1
11801,6b29b45d9,Dog,Peanut,3,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,No,Yes,No,Healthy,Perak,1,0,0,1.0,2
11802,fb999f812,Cat,Kitty For Adoption,1,Tabby,Domestic Short Hair,Male,Golden,Golden,Golden,Small,Short,No,No,No,Healthy,Selangor,1,0,0,3.0,1
11803,62b8390e7,Cat,"Katey, Snow",3,Domestic Short Hair,Domestic Short Hair,Female,Black,Golden,White,Small,Short,No,No,NA,Minor Injury,Selangor,1,0,0,0.0,4
11804,563854d72,Dog,Baby,2,Mixed Breed,Mixed Breed,Female,Black,Gray,White,Medium,Long,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,2
11805,fa73b1181,Dog,Teh O,9,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,4.0,4
11806,ab309dd09,Dog,Sophie T,5,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Short,NA,NA,NA,Healthy,Kuala Lumpur,1,0,0,2.0,4
11807,64c2d93c9,Cat,Jessabelle,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Golden,White,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,2.0,3
11808,77e8dfeb9,Cat,Coffee,3,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Black,Black,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,2.0,3
11809,05ab54e3c,Dog,Joey,3,Mixed Breed,Mixed Breed,Female,Black,Brown,White,Medium,Short,No,Yes,No,Healthy,Selangor,2,200,0,4.0,4
11810,8e8080bbe,Dog,Welly,24,Mixed Breed,Pit Bull Terrier,Male,Brown,Brown,Brown,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,0,0,8.0,4
11811,41a6a7467,Dog,MO MO,24,Husky,Spitz,Male,White,White,White,Large,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,1.0,3
11812,4f3b3314c,Dog,Smart,36,German Shepherd Dog,Mixed Breed,Male,Black,Brown,Brown,Large,Medium,Yes,Yes,Yes,Healthy,Perak,1,0,0,1.0,1
11813,1099a5406,Dog,Macy Girl & Joey Boy,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,Perak,2,0,0,3.0,3
11814,ca92437c1,Cat,Miff,3,Himalayan,Siamese,Female,Cream,Cream,Cream,Small,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,5.0,2
11815,14155e8c0,Dog,Labrador Mix,84,Labrador Retriever,Labrador Retriever,Female,Brown,Cream,Cream,Large,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,1.0,4
11816,d7f1381ba,Cat,Mama Cat & 4 Babies,6,Bobtail,Bobtail,Mixed,Yellow,White,White,Medium,Short,No,No,No,Healthy,Johor,5,0,0,3.0,1
11817,4f629151c,Cat,Comel,2,Domestic Short Hair,Domestic Short Hair,Male,Yellow,White,White,Small,Medium,No,No,No,Healthy,Selangor,1,0,0,3.0,1
11818,dd55841d4,Cat,Still Water,2,Domestic Medium Hair,Tabby,Male,Black,White,White,Medium,Medium,No,No,NA,Healthy,Selangor,1,0,0,2.0,2
11819,c6a3de42f,Cat,Candy ç³ç³,4,Domestic Short Hair,Domestic Short Hair,Female,Brown,Gray,White,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,3.0,2
11820,9b6883f3c,Cat,Comel,12,Domestic Short Hair,Domestic Short Hair,Female,Brown,Cream,White,Medium,Short,Yes,Yes,No,Healthy,Pahang,1,0,0,3.0,1
11821,ed29f6592,Dog,The 5 Brothers,2,Mixed Breed,Mixed Breed,Male,Black,Brown,White,Medium,Medium,No,No,No,Healthy,Pulau Pinang,5,0,0,1.0,3
11822,86c35033b,Dog,6 Puppies,2,Pit Bull Terrier,Mixed Breed,Male,Brown,Brown,Brown,Medium,Short,Yes,Yes,No,Healthy,Selangor,6,0,0,6.0,2
11823,b1239feb4,Cat,Lola,2,Tabby,Burmese,Female,Black,White,White,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,5.0,2
11824,e1b3455c8,Cat,Stripey,2,Domestic Short Hair,Domestic Short Hair,Male,Gray,White,White,Small,Short,No,No,No,Healthy,Selangor,1,0,0,4.0,2
11825,191660250,Dog,Bi Bi,1,Mixed Breed,Mixed Breed,Male,Brown,White,White,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,3.0,0
11826,76c194060,Dog,Round Roundabout Pups,2,Mixed Breed,Mixed Breed,Male,Black,White,White,Medium,Medium,No,No,No,Healthy,Kuala Lumpur,2,0,0,2.0,2
11827,1f4ebd382,Cat,Dibo And Kids,12,Domestic Medium Hair,Domestic Medium Hair,Female,Brown,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,5.0,4
11828,c996b2baf,Cat,CROWIE,5,Domestic Short Hair,Domestic Short Hair,Female,Brown,Brown,Brown,Small,Short,Yes,Yes,No,Healthy,Johor,1,0,0,2.0,1
11829,086ed2122,Cat,Tam Tam,5,Domestic Medium Hair,Korat,Male,Black,White,White,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,2.0,3
11830,18c45e502,Cat,DADAA,2,Tuxedo,Domestic Medium Hair,Male,Black,White,White,Large,Medium,No,Yes,NA,Healthy,Selangor,1,0,0,3.0,1
11831,d147c39fb,Dog,BuBu,10,Shih Tzu,Shih Tzu,Female,Black,White,White,Small,Medium,NA,NA,NA,Healthy,Selangor,1,0,0,1.0,1
11832,1e8b70d35,Dog,Bon J,0,Bullmastiff,Mixed Breed,Male,Brown,Brown,Brown,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,4.0,3
11833,fda733a81,Dog,Still Water,1,Mixed Breed,Bullmastiff,Mixed,Brown,Gray,White,Small,Short,No,No,No,Healthy,Kuala Lumpur,8,0,0,5.0,2
11834,9af8f154b,Dog,Xiao Bai,2,Mixed Breed,Mixed Breed,Male,White,White,White,Medium,Short,No,Yes,NA,Healthy,Selangor,1,0,0,3.0,4
11835,fbc6507e7,Dog,Still Water,36,Spitz,Spitz,Female,Golden,Golden,Golden,Small,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,4.0,2
11836,780c099b4,Cat,Ace - The Keeper,24,Oriental Long Hair,Domestic Long Hair,Male,Black,Black,Black,Large,Long,NA,NA,No,Healthy,Selangor,1,0,0,5.0,4
11837,383e5b82e,Dog,Bobby,72,Mixed Breed,Mixed Breed,Male,Cream,White,White,Medium,Medium,Yes,Yes,No,Healthy,Pulau Pinang,1,0,0,2.0,0
11838,c1680e63c,Dog,Samuel Saamikannu,2,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Small,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,1.0,4
11839,5324ef3fb,Cat,La Isla Bonita,6,Domestic Short Hair,Domestic Short Hair,Female,Yellow,White,White,Medium,Short,No,No,No,Healthy,Terengganu,1,20,0,1.0,1
11840,b0a8a88a0,Dog,Doggie RS8,2,Mixed Breed,Mixed Breed,Female,Black,White,White,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,1.0,2
11841,e50570999,Dog,Potato,1,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,14.0,3
11842,b7e7c5c9b,Cat,Bina And Bino,2,Domestic Medium Hair,Domestic Medium Hair,Female,Yellow,Cream,White,Small,Medium,No,No,No,Healthy,Selangor,2,0,0,6.0,2
11843,f663a91e8,Dog,Donut,7,Beagle,Beagle,Female,Black,Brown,White,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,1,500,0,10.0,3
11844,5ed5663ae,Cat,â¥ Florentino (Albino) â¥,4,Domestic Medium Hair,Domestic Medium Hair,Male,White,White,White,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,5.0,2
11845,ccb7df174,Dog,Kiki Lala Yaya Wawa,2,Mixed Breed,Mixed Breed,Mixed,Black,Brown,Cream,Medium,Short,Yes,Yes,Yes,Healthy,Selangor,2,200,0,7.0,2
11846,0fd1d2d85,Dog,Still Water,1,Mixed Breed,Mixed Breed,Mixed,Black,Brown,White,Medium,Medium,No,No,No,Healthy,Selangor,6,0,0,1.0,4
11847,a5205f8ab,Dog,James Bond,3,Mixed Breed,Mixed Breed,Male,Black,Brown,Brown,Large,Short,No,Yes,No,Healthy,Negeri Sembilan,1,50,0,4.0,4
11848,e18d31575,Cat,Tiger And Dale,12,Singapura,Singapura,Mixed,Brown,White,White,Medium,Medium,Yes,Yes,Yes,Healthy,Johor,2,0,0,5.0,4
11849,9497fd08f,Cat,Ziaru (Thanx Haziq),1,Domestic Short Hair,Domestic Short Hair,Female,Gray,White,White,Medium,Short,NA,NA,NA,Healthy,Selangor,1,0,0,3.0,0
11850,942af9028,Dog,Doodle & Noodle,36,Mixed Breed,Mixed Breed,Male,Gray,Gray,Gray,Small,Medium,NA,NA,Yes,Healthy,Selangor,2,0,0,6.0,3
11851,eba013abc,Cat,3month Old Tabby,3,Domestic Short Hair,Domestic Short Hair,Female,Black,White,White,Small,Short,No,No,No,Healthy,Selangor,1,0,0,3.0,4
11852,8cfba1686,Cat,Ginger & Snowy,14,Domestic Short Hair,Domestic Short Hair,Male,Golden,White,White,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,2,0,0,10.0,3
11853,23ab1d5b8,Cat,Moon,22,Domestic Short Hair,Domestic Short Hair,Female,Brown,White,White,Medium,Medium,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,1.0,2
11854,063495ecd,Dog,Dada,24,Mixed Breed,Mixed Breed,Male,Black,Black,Black,Extra Large,Medium,NA,NA,NA,Minor Injury,Kuala Lumpur,1,0,0,1.0,3
11855,798a0cb05,Dog,Micah,3,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Medium,Yes,Yes,NA,Healthy,Melaka,1,0,0,1.0,4
11856,bec6cc26b,Dog,Feather,2,Mixed Breed,Terrier,Female,Black,Brown,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,6.0,1
11857,02e072cbd,Cat,Pets + Strays : GoldGrey WhiteSocks,4,Domestic Medium Hair,Domestic Medium Hair,Female,Golden,Gray,White,Large,Medium,No,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,2.0,3
11858,5f8d00436,Cat,Still Water,12,American Shorthair,Turkish Van,Mixed,Black,Golden,White,Medium,Medium,No,No,No,Healthy,Selangor,4,25,0,1.0,3
11859,ad111a12a,Dog,Boldy The Jack Russell Mix â¥,4,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,50,0,4.0,3
11860,7959e3491,Dog,Ding Ding,2,Mixed Breed,Mixed Breed,Female,Golden,Cream,White,Medium,Short,Yes,Yes,No,Minor Injury,Johor,1,0,1,10.0,2
11861,a3e7124c8,Cat,BUTTER,36,Siamese,Siamese,Female,Black,White,White,Medium,Short,No,Yes,No,Healthy,Pulau Pinang,1,0,0,1.0,2
11862,1882ebd32,Dog,Chibi,4,Mixed Breed,German Shepherd Dog,Female,Black,Brown,Golden,Large,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,7.0,1
11863,467370aaa,Cat,Meredith,0,Domestic Short Hair,Domestic Short Hair,Female,Cream,Cream,Cream,Medium,Short,NA,NA,NA,Serious Injury,Kuala Lumpur,1,0,0,2.0,4
11864,aa741b626,Cat,Semek,6,Siamese,Siamese,Female,Brown,Gray,White,Small,Short,No,NA,NA,Healthy,Selangor,1,0,0,2.0,1
11865,aa6fbdf20,Cat,Romeo,6,Domestic Short Hair,Domestic Short Hair,Male,Golden,White,White,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,3.0,1
11866,e1671ccb9,Dog,Jojo,2,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Small,Medium,No,Yes,Yes,Healthy,Selangor,1,0,0,0.0,4
11867,b91ac808b,Cat,Boo,7,Domestic Medium Hair,Domestic Medium Hair,Female,Black,Brown,Yellow,Medium,Medium,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,5.0,4
11868,b43e7b1fe,Cat,Onyx,4,Domestic Short Hair,Abyssinian,Male,Black,Black,Black,Medium,Short,Yes,Yes,No,Healthy,Kuala Lumpur,1,0,0,2.0,3
11869,8f0468771,Dog,Bai Bai And Dot Dot,48,Mixed Breed,Mixed Breed,Male,Cream,White,White,Small,Long,Yes,Yes,NA,Healthy,Kuala Lumpur,2,0,0,5.0,4
11870,a8f17e0de,Dog,Doggie RP4,2,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Short,No,No,No,Serious Injury,Kuala Lumpur,2,0,0,2.0,2
11871,f64a1a0c4,Cat,ANJE (URGENT ADOPTER),12,Domestic Short Hair,Domestic Short Hair,Female,Brown,White,White,Medium,Medium,No,No,NA,Healthy,Selangor,1,0,0,5.0,4
11872,0955b54fd,Cat,Putih,5,Domestic Medium Hair,Tabby,Female,Cream,White,White,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,5.0,1
11873,b3408d846,Dog,Mumu,12,Mixed Breed,Mixed Breed,Female,Yellow,Cream,Cream,Medium,Medium,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,4.0,3
11874,e88aaa263,Cat,Hobbes,2,Domestic Short Hair,Domestic Short Hair,Male,Golden,White,White,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,1
11875,4e47644c8,Dog,Doggie RE6,2,Mixed Breed,Mixed Breed,Female,Black,Cream,White,Medium,Short,No,Yes,No,Healthy,Kuala Lumpur,1,0,0,3.0,2
11876,6fa5384b8,Cat,Jinga,12,Domestic Medium Hair,Domestic Medium Hair,Female,Yellow,Cream,White,Medium,Medium,NA,NA,Yes,Healthy,Kuala Lumpur,1,0,0,4.0,4
11877,d35c1ab62,Cat,Lilo,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Yellow,White,Medium,Short,No,No,No,Healthy,Selangor,1,50,0,3.0,2
11878,227bfa6b8,Dog,Maya,3,Mixed Breed,Mixed Breed,Female,Cream,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,4.0,1
11879,9f104904f,Cat,Victoria,6,Domestic Short Hair,Domestic Short Hair,Female,Yellow,Yellow,Yellow,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,100,0,4.0,4
11880,7ff979d3a,Dog,Happy: Abandoned Dog With Lots Of â¥,12,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,3.0,3
11881,4cdf29720,Dog,Meeky,2,Mixed Breed,Mixed Breed,Female,Brown,White,White,Medium,Short,NA,NA,No,Healthy,Selangor,1,0,0,1.0,2
11882,88448bdc5,Dog,Goldie,5,Labrador Retriever,Mixed Breed,Female,Golden,Golden,Golden,Medium,Short,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,1
11883,818b12621,Dog,M5,2,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Medium,No,Yes,No,Healthy,Selangor,1,0,0,9.0,2
11884,a6992bbc5,Cat,Mommo,12,Domestic Short Hair,Persian,Mixed,Black,Brown,Brown,Medium,Long,No,No,No,Healthy,Kuala Lumpur,4,0,0,2.0,1
11885,4874347b0,Dog,Shadow,2,German Shepherd Dog,Labrador Retriever,Female,Black,Brown,Brown,Medium,Medium,No,Yes,NA,Healthy,Pulau Pinang,1,0,0,1.0,1
11886,dbcfcf50c,Cat,Rescued Domestic Golden & Tabby Kitten,2,Domestic Short Hair,Domestic Short Hair,Female,Black,Brown,Golden,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,6.0,4
11887,596c81470,Dog,Simba,30,Mixed Breed,Mixed Breed,Male,Brown,Brown,Brown,Medium,Short,NA,NA,NA,Healthy,Selangor,1,20,0,1.0,4
11888,4348b169a,Dog,Flash,2,Manchester Terrier,Manchester Terrier,Male,Black,Brown,Brown,Medium,Short,No,No,No,Healthy,Selangor,1,0,0,1.0,1
11889,3c3b9b731,Cat,Kitttteennss,2,Domestic Short Hair,Domestic Short Hair,Male,Black,Gray,White,Small,Short,No,No,No,Healthy,Selangor,1,0,0,2.0,4
11891,ebc345fe0,Cat,3 Kitten<,3,Domestic Short Hair,Domestic Short Hair,Mixed,Black,Brown,Gray,Small,Short,No,No,No,Healthy,Selangor,3,0,0,5.0,4
11892,9167921b2,Cat,No Name,4,Domestic Short Hair,Domestic Short Hair,Male,Black,White,White,Small,Short,No,No,No,Healthy,Selangor,1,0,0,3.0,4
11893,5c9d562ac,Cat,Ramona,9,Domestic Long Hair,Domestic Long Hair,Female,White,White,White,Medium,Medium,Yes,Yes,Yes,Healthy,Selangor,1,0,0,3.0,1
11894,f461cc30a,Cat,Manja,6,Calico,Calico,Female,Black,Brown,White,Medium,Medium,No,No,No,Healthy,Selangor,1,0,0,1.0,3
11895,9b53610ea,Dog,Gallery,84,Mixed Breed,Mixed Breed,Female,Brown,Brown,Brown,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,16.0,3
11896,798ff640c,Cat,Missy,5,Domestic Short Hair,Domestic Short Hair,Female,Black,Golden,White,Medium,Short,Yes,Yes,Yes,Healthy,Kuala Lumpur,1,0,0,6.0,4
11897,f3cb6ffea,Cat,Kido,12,Domestic Short Hair,Domestic Short Hair,Female,Black,Black,Black,Medium,Short,No,Yes,Yes,Healthy,Selangor,1,30,0,3.0,4
11898,006ffebaf,Cat,Still Water,2,Tabby,Tiger,Mixed,Brown,White,White,Medium,Short,No,No,No,Healthy,Kuala Lumpur,5,0,0,5.0,2
11899,215f9a760,Dog,Macy,6,Mixed Breed,Mixed Breed,Female,Cream,White,White,Medium,Medium,Yes,Yes,No,Healthy,Selangor,1,0,0,1.0,4
11900,b02f2fafa,Dog,Big Foot,2,Mixed Breed,Mixed Breed,Male,Brown,Golden,White,Medium,Short,No,No,No,Healthy,Kuala Lumpur,1,0,0,2.0,0
11901,23f45d56f,Cat,No Name,10,Domestic Short Hair,Domestic Short Hair,Mixed,Golden,Gray,White,Small,Medium,No,No,Yes,Healthy,Labuan,7,0,0,3.0,4
11902,03edf613f,Dog,Nemo,12,Mixed Breed,Mixed Breed,Female,Black,Black,Black,Medium,Medium,Yes,Yes,Yes,Healthy,Negeri Sembilan,1,0,0,3.0,4
